Mult Type,Signed/Unsigned,Max supported precision (bits),Accumulator width (bits),Activation Precision (bits),Weight Precision (bits),Clock delay (ps),Slack (ps),Cell usage,Area,Leakage Power (nW),Dynamic Power (nW),Total Power (nW)
4x4-bit temporal mult,signed,8,16,4,4,550,94,116,80.983,1701.921,368510.075,370211.995
4x4-bit temporal mult,signed,8,16,4,4,600,144,116,80.983,1697.870,348148.152,349846.022
4x4-bit temporal mult,signed,8,16,4,4,650,194,116,80.983,1696.624,333964.071,335660.695
4x4-bit temporal mult,signed,8,16,4,4,700,244,116,80.983,1697.185,315259.450,316956.635
4x4-bit temporal mult,signed,8,16,4,4,750,294,116,80.983,1695.160,300361.974,302057.134
4x4-bit temporal mult,signed,8,16,4,4,800,344,116,80.983,1696.938,287568.499,289265.438
4x2-bit temporal mult,signed,8,16,4,2,200,0,250,135.778,4292.004,1304483.313,1308775.317
4x2-bit temporal mult,signed,8,16,4,2,300,0,193,88.482,2279.694,615232.868,617512.561
4x2-bit temporal mult,signed,8,16,4,2,400,0,175,88.845,2178.232,491753.639,493931.871
4x2-bit temporal mult,signed,8,16,4,2,500,22,117,72.213,1578.617,341792.052,343370.669
4x2-bit temporal mult,signed,8,16,4,2,550,70,114,71.729,1598.903,317330.187,318929.090
4x2-bit temporal mult,signed,8,16,4,2,600,120,114,71.729,1599.904,299606.702,301206.606
4x2-bit temporal mult,signed,8,16,4,2,650,170,114,71.729,1601.105,286817.434,288418.539
4x2-bit temporal mult,signed,8,16,4,2,700,220,114,71.729,1600.326,270586.844,272187.170
4x2-bit temporal mult,signed,8,16,4,2,750,270,114,71.729,1598.811,256222.285,257821.096
4x2-bit temporal mult,signed,8,16,4,2,800,320,114,71.729,1600.523,247786.093,249386.617
2x2-bit temporal mult,signed,8,16,2,2,200,0,182,90.478,2477.912,1006593.964,1009071.876
2x2-bit temporal mult,signed,8,16,2,2,300,0,155,80.559,1936.167,544238.898,546175.065
2x2-bit temporal mult,signed,8,16,2,2,400,0,114,70.096,1638.676,392049.573,393688.250
2x2-bit temporal mult,signed,8,16,2,2,500,55,83,60.299,1169.601,282268.301,283437.903
2x2-bit temporal mult,signed,8,16,2,2,550,113,83,60.299,1191.595,266497.518,267689.113
2x2-bit temporal mult,signed,8,16,2,2,600,163,83,60.299,1191.651,246397.272,247588.923
2x2-bit temporal mult,signed,8,16,2,2,650,213,83,60.299,1191.032,233422.012,234613.044
2x2-bit temporal mult,signed,8,16,2,2,700,263,83,60.299,1191.931,221961.796,223153.727
2x2-bit temporal mult,signed,8,16,2,2,750,313,83,60.299,1189.603,209011.588,210201.192
2x2-bit temporal mult,signed,8,16,2,2,800,363,83,60.299,1192.252,199718.045,200910.298
8x8-bit temporal mult,signed,8,17,8,8,200,-32,772,433.158,17450.028,3304435.090,3321885.118
8x8-bit temporal mult,signed,8,17,8,8,300,0,422,219.421,6381.024,1305758.651,1312139.675
8x8-bit temporal mult,signed,8,17,8,8,400,0,291,167.227,3897.825,833012.619,836910.444
8x8-bit temporal mult,signed,8,17,8,8,500,28,240,155.796,3209.960,651995.243,655205.202
8x8-bit temporal mult,signed,8,17,8,8,550,39,234,154.103,3164.626,611585.456,614750.082
8x8-bit temporal mult,signed,8,17,8,8,600,89,234,154.103,3166.053,582694.392,585860.445
8x8-bit temporal mult,signed,8,17,8,8,650,139,234,154.103,3166.717,553408.458,556575.175
8x8-bit temporal mult,signed,8,17,8,8,700,189,234,154.103,3165.944,526282.950,529448.894
8x8-bit temporal mult,signed,8,17,8,8,750,239,234,154.103,3180.066,510066.803,513246.868
8x8-bit temporal mult,signed,8,17,8,8,800,289,234,154.103,3179.403,487538.053,490717.456
8x4-bit temporal mult,signed,8,17,8,4,200,-8,487,290.425,11552.677,2821184.002,2832736.679
8x4-bit temporal mult,signed,8,17,8,4,300,0,312,148.841,4182.520,1037566.982,1041749.503
8x4-bit temporal mult,signed,8,17,8,4,400,2,209,118.662,2844.194,688632.768,691476.962
8x4-bit temporal mult,signed,8,17,8,4,500,10,158,107.775,2289.043,536536.663,538825.706
8x4-bit temporal mult,signed,8,17,8,4,550,64,152,106.263,2255.843,509126.780,511382.624
8x4-bit temporal mult,signed,8,17,8,4,600,120,152,106.263,2263.584,483971.705,486235.289
8x4-bit temporal mult,signed,8,17,8,4,650,170,152,106.263,2263.938,465175.136,467439.073
8x4-bit temporal mult,signed,8,17,8,4,700,220,152,106.263,2265.648,446797.322,449062.970
8x4-bit temporal mult,signed,8,17,8,4,750,270,152,106.263,2314.487,433004.900,435319.387
8x4-bit temporal mult,signed,8,17,8,4,800,320,152,106.263,2265.349,415949.380,418214.730
8x2-bit temporal mult,signed,8,17,8,2,200,-0,378,203.939,7268.097,1655912.371,1663180.468
8x2-bit temporal mult,signed,8,17,8,2,300,0,258,116.424,3179.677,854733.428,857913.105
8x2-bit temporal mult,signed,8,17,8,2,400,0,172,98.643,2387.736,593138.455,595526.190
8x2-bit temporal mult,signed,8,17,8,2,500,9,135,87.031,1820.446,441324.192,443144.638
8x2-bit temporal mult,signed,8,17,8,2,550,61,132,86.426,1859.028,417710.546,419569.573
8x2-bit temporal mult,signed,8,17,8,2,600,117,132,86.426,1862.458,398806.654,400669.112
8x2-bit temporal mult,signed,8,17,8,2,650,166,132,86.426,1863.838,377792.896,379656.734
8x2-bit temporal mult,signed,8,17,8,2,700,217,132,86.426,1862.487,359251.830,361114.317
8x2-bit temporal mult,signed,8,17,8,2,750,267,132,86.426,1864.711,344793.463,346658.174
8x2-bit temporal mult,signed,8,17,8,2,800,317,132,86.426,1864.445,327634.090,329498.534
4x4-bit temporal mult,signed,8,17,4,4,200,0,358,202.185,7276.089,1849153.719,1856429.807
4x4-bit temporal mult,signed,8,17,4,4,300,0,239,110.739,2871.430,769678.646,772550.076
4x4-bit temporal mult,signed,8,17,4,4,400,0,156,93.925,2181.773,545380.884,547562.657
4x4-bit temporal mult,signed,8,17,4,4,500,18,126,85.821,1794.116,414149.013,415943.129
4x4-bit temporal mult,signed,8,17,4,4,550,73,120,84.309,1759.587,387434.301,389193.888
4x4-bit temporal mult,signed,8,17,4,4,600,123,120,84.309,1761.708,374742.302,376504.010
4x4-bit temporal mult,signed,8,17,4,4,650,173,120,84.309,1760.916,348274.387,350035.302
4x4-bit temporal mult,signed,8,17,4,4,700,223,120,84.309,1760.865,336100.468,337861.333
4x4-bit temporal mult,signed,8,17,4,4,750,273,120,84.309,1761.709,323965.592,325727.301
4x4-bit temporal mult,signed,8,17,4,4,800,323,120,84.309,1761.600,306041.903,307803.503
4x2-bit temporal mult,signed,8,17,4,2,200,0,286,153.075,4937.605,1405732.653,1410670.258
4x2-bit temporal mult,signed,8,17,4,2,300,1,224,99.792,2583.781,712007.915,714591.696
4x2-bit temporal mult,signed,8,17,4,2,400,0,154,86.789,2204.988,496909.096,499114.085
4x2-bit temporal mult,signed,8,17,4,2,500,6,123,76.265,1673.722,366514.248,368187.970
4x2-bit temporal mult,signed,8,17,4,2,550,57,118,74.995,1646.423,336530.103,338176.526
4x2-bit temporal mult,signed,8,17,4,2,600,98,117,74.935,1661.691,323379.401,325041.092
4x2-bit temporal mult,signed,8,17,4,2,650,148,117,74.935,1661.223,299488.508,301149.731
4x2-bit temporal mult,signed,8,17,4,2,700,198,117,74.935,1659.589,281257.125,282916.714
4x2-bit temporal mult,signed,8,17,4,2,750,248,117,74.935,1662.293,272303.636,273965.929
4x2-bit temporal mult,signed,8,17,4,2,800,298,117,74.935,1660.655,261367.360,263028.015
2x2-bit temporal mult,signed,8,17,2,2,200,0,197,100.578,2822.451,1246604.336,1249426.786
2x2-bit temporal mult,signed,8,17,2,2,300,0,144,79.834,1959.006,557244.197,559203.203
2x2-bit temporal mult,signed,8,17,2,2,400,1,127,74.390,1696.536,425536.010,427232.546
2x2-bit temporal mult,signed,8,17,2,2,500,14,95,65.016,1321.920,306091.280,307413.200
2x2-bit temporal mult,signed,8,17,2,2,550,76,92,63.988,1294.228,281057.372,282351.600
2x2-bit temporal mult,signed,8,17,2,2,600,128,92,63.988,1301.980,264961.856,266263.836
2x2-bit temporal mult,signed,8,17,2,2,650,178,92,63.988,1301.739,252114.354,253416.094
2x2-bit temporal mult,signed,8,17,2,2,700,228,92,63.988,1302.060,236617.353,237919.413
2x2-bit temporal mult,signed,8,17,2,2,750,278,92,63.988,1302.355,224460.566,225762.921
2x2-bit temporal mult,signed,8,17,2,2,800,328,92,63.988,1303.517,214498.814,215802.330
8x8-bit temporal mult,signed,8,18,8,8,200,-29,868,500.532,20407.960,3705858.595,3726266.554
8x8-bit temporal mult,signed,8,18,8,8,300,0,452,231.034,6870.849,1386490.003,1393360.852
8x8-bit temporal mult,signed,8,18,8,8,400,0,340,189.121,4908.464,947025.370,951933.834
8x8-bit temporal mult,signed,8,18,8,8,500,4,247,160.091,3348.787,676373.303,679722.091
8x8-bit temporal mult,signed,8,18,8,8,550,24,267,154.768,3398.710,726808.614,730207.324
8x8-bit temporal mult,signed,8,18,8,8,600,54,263,153.740,3358.080,690412.376,693770.456
8x8-bit temporal mult,signed,8,18,8,8,650,104,263,153.740,3360.286,659160.257,662520.543
8x8-bit temporal mult,signed,8,18,8,8,700,154,263,153.740,3357.983,627613.738,630971.721
8x8-bit temporal mult,signed,8,18,8,8,750,204,263,153.740,3357.050,602017.283,605374.334
8x8-bit temporal mult,signed,8,18,8,8,800,254,263,153.740,3358.573,581399.214,584757.787
8x4-bit temporal mult,signed,8,18,8,4,200,-13,552,321.391,12338.657,3029690.025,3042028.682
8x4-bit temporal mult,signed,8,18,8,4,300,0,314,153.982,4314.419,1082941.077,1087255.496
8x4-bit temporal mult,signed,8,18,8,4,400,0,213,132.693,3593.963,773716.099,777310.061
8x4-bit temporal mult,signed,8,18,8,4,500,0,163,111.465,2354.521,560311.810,562666.331
8x4-bit temporal mult,signed,8,18,8,4,550,42,157,109.590,2311.153,521095.757,523406.910
8x4-bit temporal mult,signed,8,18,8,4,600,98,154,108.985,2310.845,498824.099,501134.943
8x4-bit temporal mult,signed,8,18,8,4,650,148,154,108.985,2313.070,476469.986,478783.056
8x4-bit temporal mult,signed,8,18,8,4,700,198,154,108.985,2310.612,454662.192,456972.804
8x4-bit temporal mult,signed,8,18,8,4,750,248,154,108.985,2360.837,444217.698,446578.535
8x4-bit temporal mult,signed,8,18,8,4,800,298,154,108.985,2310.937,423473.515,425784.452
8x2-bit temporal mult,signed,8,18,8,2,200,-3,396,213.797,7412.656,2269953.516,2277366.171
8x2-bit temporal mult,signed,8,18,8,2,300,0,259,120.900,3290.385,873780.284,877070.669
8x2-bit temporal mult,signed,8,18,8,2,400,0,200,108.501,2801.322,645731.385,648532.707
8x2-bit temporal mult,signed,8,18,8,2,500,0,143,92.051,1986.976,472287.816,474274.792
8x2-bit temporal mult,signed,8,18,8,2,550,39,137,89.752,1879.690,429544.429,431424.120
8x2-bit temporal mult,signed,8,18,8,2,600,94,134,89.148,1892.250,411111.316,413003.565
8x2-bit temporal mult,signed,8,18,8,2,650,145,134,89.148,1903.657,387457.744,389361.401
8x2-bit temporal mult,signed,8,18,8,2,700,195,134,89.148,1906.584,372267.008,374173.592
8x2-bit temporal mult,signed,8,18,8,2,750,246,134,89.148,1902.944,355957.283,357860.227
8x2-bit temporal mult,signed,8,18,8,2,800,296,134,89.148,1906.552,342478.860,344385.412
4x4-bit temporal mult,signed,8,18,4,4,200,-10,359,198.314,6990.593,2130179.645,2137170.237
4x4-bit temporal mult,signed,8,18,4,4,300,0,248,116.726,3203.048,829463.872,832666.920
4x4-bit temporal mult,signed,8,18,4,4,400,0,168,99.248,2333.323,569547.630,571880.953
4x4-bit temporal mult,signed,8,18,4,4,500,14,130,89.692,1900.678,443672.763,445573.441
4x4-bit temporal mult,signed,8,18,4,4,550,48,127,88.301,1826.330,403008.720,404835.050
4x4-bit temporal mult,signed,8,18,4,4,600,99,124,87.696,1821.516,385193.504,387015.020
4x4-bit temporal mult,signed,8,18,4,4,650,148,124,87.696,1827.729,370887.393,372715.123
4x4-bit temporal mult,signed,8,18,4,4,700,198,124,87.696,1825.127,343369.161,345194.288
4x4-bit temporal mult,signed,8,18,4,4,750,248,124,87.696,1825.270,330289.560,332114.830
4x4-bit temporal mult,signed,8,18,4,4,800,298,124,87.696,1825.273,316652.677,318477.949
4x2-bit temporal mult,signed,8,18,4,2,200,0,312,163.296,5263.908,1430140.176,1435404.084
4x2-bit temporal mult,signed,8,18,4,2,300,0,225,102.635,2633.438,726590.706,729224.144
4x2-bit temporal mult,signed,8,18,4,2,400,0,163,95.740,2572.586,544519.728,547092.314
4x2-bit temporal mult,signed,8,18,4,2,500,3,127,79.289,1675.289,381394.049,383069.338
4x2-bit temporal mult,signed,8,18,4,2,550,27,123,78.080,1668.058,358684.765,360352.824
4x2-bit temporal mult,signed,8,18,4,2,600,76,120,77.535,1666.525,336474.449,338140.974
4x2-bit temporal mult,signed,8,18,4,2,650,126,120,77.535,1664.527,315690.198,317354.725
4x2-bit temporal mult,signed,8,18,4,2,700,176,120,77.535,1665.305,295054.987,296720.292
4x2-bit temporal mult,signed,8,18,4,2,750,226,120,77.535,1665.152,278918.108,280583.260
4x2-bit temporal mult,signed,8,18,4,2,800,276,120,77.535,1664.415,271917.789,273582.204
2x2-bit temporal mult,signed,8,18,2,2,200,0,220,110.799,3144.048,1043818.490,1046962.538
2x2-bit temporal mult,signed,8,18,2,2,300,3,180,85.700,2050.263,595821.363,597871.626
2x2-bit temporal mult,signed,8,18,2,2,400,0,155,86.547,2012.464,476440.619,478453.084
2x2-bit temporal mult,signed,8,18,2,2,500,16,96,68.342,1354.445,323181.617,324536.062
2x2-bit temporal mult,signed,8,18,2,2,550,64,93,67.435,1320.008,295209.480,296529.488
2x2-bit temporal mult,signed,8,18,2,2,600,121,90,66.830,1322.344,274494.112,275816.456
2x2-bit temporal mult,signed,8,18,2,2,650,171,90,66.830,1322.034,261523.594,262845.628
2x2-bit temporal mult,signed,8,18,2,2,700,221,90,66.830,1322.718,245215.824,246538.542
2x2-bit temporal mult,signed,8,18,2,2,750,271,90,66.830,1321.765,233143.134,234464.900
2x2-bit temporal mult,signed,8,18,2,2,800,321,90,66.830,1322.000,221523.714,222845.714
8x8-bit temporal mult,signed,8,19,8,8,200,-44,819,451.120,18323.373,3352821.548,3371144.921
8x8-bit temporal mult,signed,8,19,8,8,300,0,460,247.424,7722.119,1544315.461,1552037.579
8x8-bit temporal mult,signed,8,19,8,8,400,0,342,189.181,4630.518,938238.969,942869.486
8x8-bit temporal mult,signed,8,19,8,8,500,3,273,168.376,3573.169,712266.237,715839.406
8x8-bit temporal mult,signed,8,19,8,8,550,5,272,159.607,3517.595,741838.695,745356.290
8x8-bit temporal mult,signed,8,19,8,8,600,40,266,156.825,3394.310,704357.946,707752.256
8x8-bit temporal mult,signed,8,19,8,8,650,83,266,156.704,3389.150,671772.026,675161.177
8x8-bit temporal mult,signed,8,19,8,8,700,133,266,156.704,3387.489,635814.118,639201.607
8x8-bit temporal mult,signed,8,19,8,8,750,183,266,156.704,3384.542,608518.881,611903.423
8x8-bit temporal mult,signed,8,19,8,8,800,233,266,156.704,3384.313,583736.768,587121.080
8x4-bit temporal mult,signed,8,19,8,4,200,-19,569,331.854,13400.281,3156375.732,3169776.013
8x4-bit temporal mult,signed,8,19,8,4,300,0,355,173.880,5326.135,1192685.553,1198011.688
8x4-bit temporal mult,signed,8,19,8,4,400,0,261,144.366,3999.977,836460.674,840460.651
8x4-bit temporal mult,signed,8,19,8,4,500,0,184,118.964,2662.249,604623.104,607285.353
8x4-bit temporal mult,signed,8,19,8,4,550,10,166,113.702,2392.524,542170.342,544562.866
8x4-bit temporal mult,signed,8,19,8,4,600,66,160,112.190,2378.339,515362.951,517741.290
8x4-bit temporal mult,signed,8,19,8,4,650,122,160,112.190,2392.619,496691.433,499084.052
8x4-bit temporal mult,signed,8,19,8,4,700,172,160,112.190,2395.372,474118.793,476514.165
8x4-bit temporal mult,signed,8,19,8,4,750,222,160,112.190,2441.531,457236.346,459677.877
8x4-bit temporal mult,signed,8,19,8,4,800,272,160,112.190,2391.327,439283.306,441674.633
8x2-bit temporal mult,signed,8,19,8,2,200,0,473,248.754,8754.261,2188217.134,2196971.396
8x2-bit temporal mult,signed,8,19,8,2,300,0,287,132.996,3805.359,946723.452,950528.810
8x2-bit temporal mult,signed,8,19,8,2,400,0,215,115.819,2984.939,683125.499,686110.437
8x2-bit temporal mult,signed,8,19,8,2,500,0,171,101.123,2314.340,531079.317,533393.658
8x2-bit temporal mult,signed,8,19,8,2,550,8,146,93.865,2002.812,453451.415,455454.227
8x2-bit temporal mult,signed,8,19,8,2,600,38,149,93.865,2043.332,432992.842,435036.174
8x2-bit temporal mult,signed,8,19,8,2,650,118,140,92.353,1984.451,405798.494,407782.945
8x2-bit temporal mult,signed,8,19,8,2,700,169,140,92.353,1985.833,388634.863,390620.696
8x2-bit temporal mult,signed,8,19,8,2,750,219,140,92.353,1985.759,368512.131,370497.890
8x2-bit temporal mult,signed,8,19,8,2,800,269,140,92.353,1985.038,354695.704,356680.742
4x4-bit temporal mult,signed,8,19,4,4,200,-1,417,225.590,7912.485,2352294.941,2360207.426
4x4-bit temporal mult,signed,8,19,4,4,300,0,263,124.165,3411.087,878341.069,881752.156
4x4-bit temporal mult,signed,8,19,4,4,400,1,181,103.723,2487.104,586018.594,588505.698
4x4-bit temporal mult,signed,8,19,4,4,500,2,145,95.377,2092.128,474212.769,476304.896
4x4-bit temporal mult,signed,8,19,4,4,550,23,133,92.292,1929.893,424290.050,426219.942
4x4-bit temporal mult,signed,8,19,4,4,600,77,127,90.780,1883.635,404949.192,406832.827
4x4-bit temporal mult,signed,8,19,4,4,650,127,127,90.780,1890.623,385310.296,387200.919
4x4-bit temporal mult,signed,8,19,4,4,700,177,127,90.780,1890.089,363424.018,365314.107
4x4-bit temporal mult,signed,8,19,4,4,750,227,127,90.780,1888.541,344353.280,346241.821
4x4-bit temporal mult,signed,8,19,4,4,800,277,127,90.780,1891.096,335127.308,337018.404
4x2-bit temporal mult,signed,8,19,4,2,200,0,293,160.453,5193.282,1740535.196,1745728.477
4x2-bit temporal mult,signed,8,19,4,2,300,0,225,104.570,2765.036,730766.899,733531.936
4x2-bit temporal mult,signed,8,19,4,2,400,0,158,90.660,2177.024,536105.939,538282.964
4x2-bit temporal mult,signed,8,19,4,2,500,0,154,88.845,1974.392,432107.321,434081.712
4x2-bit temporal mult,signed,8,19,4,2,550,6,127,81.588,1725.291,375604.439,377329.731
4x2-bit temporal mult,signed,8,19,4,2,600,54,121,80.257,1722.458,353736.171,355458.629
4x2-bit temporal mult,signed,8,19,4,2,650,106,121,80.257,1728.406,331541.783,333270.190
4x2-bit temporal mult,signed,8,19,4,2,700,156,121,80.257,1728.488,313054.019,314782.507
4x2-bit temporal mult,signed,8,19,4,2,750,206,121,80.257,1729.159,297288.087,299017.246
4x2-bit temporal mult,signed,8,19,4,2,800,256,121,80.257,1729.426,283921.671,285651.096
2x2-bit temporal mult,signed,8,19,2,2,200,0,241,127.794,3854.750,1313402.091,1317256.841
2x2-bit temporal mult,signed,8,19,2,2,300,0,162,89.813,2215.260,623713.874,625929.134
2x2-bit temporal mult,signed,8,19,2,2,400,0,128,79.410,1814.157,452409.352,454223.509
2x2-bit temporal mult,signed,8,19,2,2,500,0,108,73.846,1544.986,352371.253,353916.239
2x2-bit temporal mult,signed,8,19,2,2,550,39,99,71.185,1407.922,311493.939,312901.861
2x2-bit temporal mult,signed,8,19,2,2,600,98,92,69.552,1362.739,288938.206,290300.944
2x2-bit temporal mult,signed,8,19,2,2,650,150,92,69.552,1371.317,272952.294,274323.611
2x2-bit temporal mult,signed,8,19,2,2,700,200,92,69.552,1370.778,252195.817,253566.596
2x2-bit temporal mult,signed,8,19,2,2,750,250,92,69.552,1371.573,244922.869,246294.442
2x2-bit temporal mult,signed,8,19,2,2,800,300,92,69.552,1372.023,232925.326,234297.349
8x8-bit temporal mult,signed,8,20,8,8,200,-43,914,505.068,19682.674,3279753.593,3299436.267
8x8-bit temporal mult,signed,8,20,8,8,300,0,601,288.913,9109.078,1748026.649,1757135.727
8x8-bit temporal mult,signed,8,20,8,8,400,0,348,190.391,4624.571,937491.522,942116.093
8x8-bit temporal mult,signed,8,20,8,8,500,0,282,173.215,3768.989,742380.321,746149.310
8x8-bit temporal mult,signed,8,20,8,8,550,4,279,163.477,3567.027,760470.801,764037.828
8x8-bit temporal mult,signed,8,20,8,8,600,18,273,160.998,3482.982,707006.402,710489.384
8x8-bit temporal mult,signed,8,20,8,8,650,61,270,160.030,3444.624,679053.204,682497.829
8x8-bit temporal mult,signed,8,20,8,8,700,111,270,160.030,3445.783,643381.760,646827.543
8x8-bit temporal mult,signed,8,20,8,8,750,161,270,160.030,3444.860,619832.484,623277.343
8x8-bit temporal mult,signed,8,20,8,8,800,211,270,160.030,3445.286,596820.642,600265.929
8x4-bit temporal mult,signed,8,20,8,4,200,-20,598,326.834,12410.982,2361238.503,2373649.485
8x4-bit temporal mult,signed,8,20,8,4,300,0,350,177.932,5356.085,1248847.020,1254203.105
8x4-bit temporal mult,signed,8,20,8,4,400,0,250,139.346,3645.568,815085.924,818731.492
8x4-bit temporal mult,signed,8,20,8,4,500,0,185,121.444,2718.083,624957.768,627675.851
8x4-bit temporal mult,signed,8,20,8,4,550,0,176,118.541,2562.187,576794.111,579356.298
8x4-bit temporal mult,signed,8,20,8,4,600,40,166,115.517,2425.804,528031.555,530457.359
8x4-bit temporal mult,signed,8,20,8,4,650,100,163,114.912,2442.486,505130.342,507572.828
8x4-bit temporal mult,signed,8,20,8,4,700,150,163,114.912,2447.965,484696.150,487144.116
8x4-bit temporal mult,signed,8,20,8,4,750,200,163,114.912,2494.701,467194.237,469688.938
8x4-bit temporal mult,signed,8,20,8,4,800,250,163,114.912,2444.218,453640.641,456084.859
8x2-bit temporal mult,signed,8,20,8,2,200,0,450,235.872,8086.076,2445545.038,2453631.114
8x2-bit temporal mult,signed,8,20,8,2,300,0,300,138.923,4016.471,1021775.865,1025792.335
8x2-bit temporal mult,signed,8,20,8,2,400,0,212,115.638,2966.836,688111.905,691078.741
8x2-bit temporal mult,signed,8,20,8,2,500,0,168,102.272,2323.908,531560.835,533884.743
8x2-bit temporal mult,signed,8,20,8,2,550,0,154,98.461,2172.403,483859.461,486031.864
8x2-bit temporal mult,signed,8,20,8,2,600,36,146,95.982,1995.962,438633.855,440629.817
8x2-bit temporal mult,signed,8,20,8,2,650,94,143,95.075,1995.735,416323.942,418319.676
8x2-bit temporal mult,signed,8,20,8,2,700,145,143,95.075,1998.315,392712.701,394711.017
8x2-bit temporal mult,signed,8,20,8,2,750,195,143,95.075,1997.756,380079.505,382077.260
8x2-bit temporal mult,signed,8,20,8,2,800,245,143,95.075,1998.452,367273.720,369272.172
4x4-bit temporal mult,signed,8,20,4,4,200,-6,429,238.836,8305.585,2031504.011,2039809.596
4x4-bit temporal mult,signed,8,20,4,4,300,0,265,128.097,3442.394,901260.765,904703.159
4x4-bit temporal mult,signed,8,20,4,4,400,0,196,108.804,2539.873,631365.879,633905.752
4x4-bit temporal mult,signed,8,20,4,4,500,1,163,102.514,2331.433,516434.257,518765.690
4x4-bit temporal mult,signed,8,20,4,4,550,0,139,96.647,2048.984,448431.459,450480.443
4x4-bit temporal mult,signed,8,20,4,4,600,50,133,94.470,1940.045,413602.435,415542.479
4x4-bit temporal mult,signed,8,20,4,4,650,105,130,93.865,1946.918,394465.345,396412.262
4x4-bit temporal mult,signed,8,20,4,4,700,155,130,93.865,1948.490,375038.819,376987.309
4x4-bit temporal mult,signed,8,20,4,4,750,205,130,93.865,1946.739,356394.665,358341.404
4x4-bit temporal mult,signed,8,20,4,4,800,255,130,93.865,1947.959,348769.315,350717.274
4x2-bit temporal mult,signed,8,20,4,2,200,0,346,184.101,5773.377,2162201.966,2167975.344
4x2-bit temporal mult,signed,8,20,4,2,300,0,222,107.110,2804.987,761338.186,764143.172
4x2-bit temporal mult,signed,8,20,4,2,400,0,174,96.405,2283.904,554188.496,556472.400
4x2-bit temporal mult,signed,8,20,4,2,500,1,171,96.284,2237.267,473436.831,475674.098
4x2-bit temporal mult,signed,8,20,4,2,550,0,139,87.817,1991.502,401924.573,403916.075
4x2-bit temporal mult,signed,8,20,4,2,600,37,133,85.519,1805.287,369636.489,371441.776
4x2-bit temporal mult,signed,8,20,4,2,650,80,131,84.974,1800.712,344886.909,346687.622
4x2-bit temporal mult,signed,8,20,4,2,700,130,131,84.974,1801.533,330797.562,332599.095
4x2-bit temporal mult,signed,8,20,4,2,750,180,131,84.974,1800.287,309911.988,311712.275
4x2-bit temporal mult,signed,8,20,4,2,800,230,131,84.974,1803.281,296933.172,298736.453
2x2-bit temporal mult,signed,8,20,2,2,200,0,265,135.052,4021.702,1382171.990,1386193.691
2x2-bit temporal mult,signed,8,20,2,2,300,0,195,94.046,2347.650,683322.406,685670.056
2x2-bit temporal mult,signed,8,20,2,2,400,2,139,83.765,1900.687,477563.485,479464.173
2x2-bit temporal mult,signed,8,20,2,2,500,0,118,78.624,1718.017,372723.355,374441.372
2x2-bit temporal mult,signed,8,20,2,2,550,7,107,75.177,1517.574,337462.924,338980.498
2x2-bit temporal mult,signed,8,20,2,2,600,60,101,73.665,1481.068,308855.943,310337.011
2x2-bit temporal mult,signed,8,20,2,2,650,122,98,72.757,1450.566,284270.652,285721.218
2x2-bit temporal mult,signed,8,20,2,2,700,172,98,72.757,1452.634,264806.922,266259.556
2x2-bit temporal mult,signed,8,20,2,2,750,222,98,72.757,1453.498,251474.435,252927.933
2x2-bit temporal mult,signed,8,20,2,2,800,272,98,72.757,1454.591,245994.253,247448.844
8x8-bit temporal mult,signed,8,21,8,8,200,-50,877,469.506,18472.370,3539191.687,3557664.057
8x8-bit temporal mult,signed,8,21,8,8,300,0,498,259.641,8018.111,1594170.527,1602188.638
8x8-bit temporal mult,signed,8,21,8,8,400,0,382,212.648,5730.485,1067660.087,1073390.571
8x8-bit temporal mult,signed,8,21,8,8,500,0,317,186.036,4355.827,798582.860,802938.687
8x8-bit temporal mult,signed,8,21,8,8,550,0,269,172.973,3656.633,682854.993,686511.627
8x8-bit temporal mult,signed,8,21,8,8,600,18,283,167.167,3681.724,734779.656,738461.380
8x8-bit temporal mult,signed,8,21,8,8,650,40,283,165.110,3565.871,693663.203,697229.074
8x8-bit temporal mult,signed,8,21,8,8,700,89,274,163.356,3504.119,650616.186,654120.305
8x8-bit temporal mult,signed,8,21,8,8,750,139,274,163.356,3506.136,628606.279,632112.415
8x8-bit temporal mult,signed,8,21,8,8,800,189,274,163.356,3507.296,607049.744,610557.041
8x4-bit temporal mult,signed,8,21,8,4,200,-26,599,320.846,11675.055,2299874.251,2311549.306
8x4-bit temporal mult,signed,8,21,8,4,300,0,356,178.597,5389.910,1258232.779,1263622.690
8x4-bit temporal mult,signed,8,21,8,4,400,0,275,144.487,3610.604,829724.662,833335.266
8x4-bit temporal mult,signed,8,21,8,4,500,0,197,127.250,2942.905,660962.467,663905.371
8x4-bit temporal mult,signed,8,21,8,4,550,0,186,123.258,2715.488,596649.326,599364.814
8x4-bit temporal mult,signed,8,21,8,4,600,13,172,119.146,2494.410,538552.944,541047.354
8x4-bit temporal mult,signed,8,21,8,4,650,74,169,118.238,2525.845,520133.811,522659.656
8x4-bit temporal mult,signed,8,21,8,4,700,128,166,117.634,2496.593,495799.311,498295.904
8x4-bit temporal mult,signed,8,21,8,4,750,178,166,117.634,2555.499,479064.183,481619.682
8x4-bit temporal mult,signed,8,21,8,4,800,228,166,117.634,2553.878,462594.925,465148.803
8x2-bit temporal mult,signed,8,21,8,2,200,-3,564,285.345,10267.253,2570941.178,2581208.431
